GeneID,Symbol,Synonyms,chromosome,Ensembl,HGNC,MIM,type_of_gene
124902386,CACNB2-AS1,-,10,,HGNC:58168,,ncRNA
124902387,LOC124902387,-,10,,,,ncRNA
124902388,LOC124902388,-,10,ENSG00000285852,,,ncRNA
124902389,LOC124902389,-,10,,,,ncRNA
124902390,LOC124902390,-,10,ENSG00000304441,,,ncRNA
124902391,LOC124902391,-,10,,,,ncRNA
124902392,LOC124902392,-,10,ENSG00000285254,,,protein-coding
124902393,LOC124902393,-,10,,,,protein-coding
124902394,LOC124902394,-,10,,,,ncRNA
124902395,LOC124902395,-,10,,,,ncRNA
124902396,LOC124902396,-,10,,,,ncRNA
124902397,LOC124902397,-,10,,,,ncRNA
124902398,LOC124902398,-,10,,,,ncRNA
124902399,LOC124902399,-,10,,,,ncRNA
124902400,LOC124902400,-,10,,,,ncRNA
124902401,LOC124902401,-,10,,,,ncRNA
124902402,LOC124902402,-,10,,,,ncRNA
124902403,LOC124902403,-,10,ENSG00000289616,,,ncRNA
124902404,LOC124902404,-,10,,,,ncRNA
124902405,LOC124902405,-,10,,,,ncRNA
124902406,LOC124902406,-,10,,,,ncRNA
124902407,LOC124902407,-,10,,,,ncRNA
124902408,LOC124902408,-,10,,,,ncRNA
124902409,LOC124902409,-,10,,,,ncRNA
124902410,LOC124902410,-,10,,,,ncRNA
124902411,LOC124902411,-,10,,,,ncRNA
124902412,LOC124902412,-,10,,,,ncRNA
124902413,LOC124902413,-,10,,,,ncRNA
124902414,LOC124902414,-,10,,,,ncRNA
124902415,LINC02916,-,10,,HGNC:55574,,ncRNA
124902416,LOC124902416,-,10,,,,ncRNA
124902417,LOC124902417,-,10,,,,ncRNA
124902418,LOC124902418,-,10,,,,ncRNA
124902419,LOC124902419,-,10,,,,ncRNA
124902420,LOC124902420,-,10,,,,protein-coding
124902421,LOC124902421,-,10,,,,ncRNA
124902422,LOC124902422,-,10,,,,ncRNA
124902423,LOC124902423,-,10,,,,ncRNA
124902424,LOC124902424,-,10,,,,ncRNA
124902425,LOC124902425,-,10,,,,ncRNA
124902426,LOC124902426,-,10,,,,ncRNA
124902427,LOC124902427,-,10,,,,ncRNA
124902428,LOC124902428,-,10,,,,ncRNA
124902429,LOC124902429,-,10,,,,ncRNA
124902430,LOC124902430,-,10,,,,ncRNA
124902431,LOC124902431,-,10,,,,ncRNA
124902432,LOC124902432,-,10,,,,ncRNA
124902433,LOC124902433,-,10,,,,ncRNA
124902434,LOC124902434,-,10,ENSG00000298595,,,ncRNA
124902435,LOC124902435,-,10,,,,ncRNA
124902436,LOC124902436,-,10,ENSG00000285551,,,protein-coding
124902437,LOC124902437,-,10,,,,ncRNA
124902438,LOC124902438,-,10,,,,ncRNA
124902439,LOC124902439,-,10,ENSG00000228566,,,ncRNA
124902440,LOC124902440,-,10,,,,ncRNA
124902441,LOC124902441,-,10,,,,ncRNA
124902442,LOC124902442,-,10,,,,ncRNA
124902443,LOC124902443,-,10,,,,ncRNA
124902444,LOC124902444,-,10,ENSG00000289193,,,ncRNA
124902445,LOC124902445,-,10,,,,ncRNA
124902446,LOC124902446,-,10,,,,ncRNA
124902447,LINC03139,-,10,ENSG00000230526,HGNC:58111,,ncRNA
124902448,LOC124902448,-,10,,,,ncRNA
124902450,LOC124902450,-,10,,,,ncRNA
124902451,LOC124902451,-,10,,,,ncRNA
124902452,LOC124902452,-,10,,,,ncRNA
124902453,LOC124902453,-,10,ENSG00000279088,,,ncRNA
124902454,LOC124902454,-,10,,,,ncRNA
124902455,LOC124902455,-,10,,,,ncRNA
124902456,LOC124902456,-,10,,,,ncRNA
124902457,LOC124902457,-,10,,,,ncRNA
124902458,LOC124902458,-,10,,,,ncRNA
124902459,LOC124902459,-,10,,,,ncRNA
124902460,LOC124902460,-,10,,,,ncRNA
124902461,LOC124902461,-,10,,,,protein-coding
124902462,LOC124902462,-,10,,,,ncRNA
124902463,LOC124902463,-,10,,,,ncRNA
124902464,LOC124902464,-,10,,,,ncRNA
124902465,LOC124902465,-,10,,,,ncRNA
124902466,LOC124902466,-,10,,,,ncRNA
124902467,LOC124902467,-,10,,,,ncRNA
124902468,LOC124902468,-,10,,,,ncRNA
124902469,LOC124902469,-,10,,,,ncRNA
124902470,LOC124902470,-,10,,,,ncRNA
124902471,LOC124902471,-,10,,,,ncRNA
124902472,LOC124902472,-,10,,,,ncRNA
124902473,LOC124902473,-,10,ENSG00000286359,,,ncRNA
124902474,LOC124902474,-,10,,,,protein-coding
124902475,LOC124902475,-,10,,,,ncRNA
124902476,LOC124902476,-,10,,,,ncRNA
124902477,LOC124902477,-,10,ENSG00000232110,,,ncRNA
124902478,LOC124902478,-,10,,,,ncRNA
124902479,LOC124902479,-,10,ENSG00000273124,,,ncRNA
124902480,LOC124902480,-,10,,,,ncRNA
124902481,LOC124902481,-,10,,,,ncRNA
124902482,LOC124902482,-,10,ENSG00000307213,,,ncRNA
124902483,LOC124902483,-,10,,,,ncRNA
124902484,LOC124902484,-,10,,,,ncRNA
124902485,LOC124902485,-,10,,,,ncRNA
124902486,LOC124902486,-,10,,,,ncRNA
124902487,LOC124902487,-,10,,,,ncRNA
124902488,LOC124902488,-,10,,,,ncRNA
124902489,LOC124902489,-,10,,,,ncRNA
124902490,LOC124902490,-,10,,,,ncRNA
124902491,LOC124902491,-,10,,,,ncRNA
124902492,LOC124902492,-,10,,,,ncRNA
124902493,LOC124902493,-,10,,,,ncRNA
124902494,LOC124902494,-,10,,,,ncRNA
124902495,LOC124902495,-,10,,,,ncRNA
124902496,LOC124902496,-,10,,,,ncRNA
124902497,LOC124902497,-,10,ENSG00000302058,,,ncRNA
124902498,LOC124902498,-,10,,,,ncRNA
124902499,LOC124902499,-,10,,,,ncRNA
124902500,LOC124902500,-,10,,,,ncRNA
124902501,LOC124902501,-,10,,,,ncRNA
124902502,LOC124902502,-,10,,,,ncRNA
124902503,LOC124902503,-,10,,,,ncRNA
124902504,LOC124902504,-,10,,,,ncRNA
124902505,LOC124902505,-,10,,,,ncRNA
124902506,LOC124902506,-,10,,,,ncRNA
124902507,LOC124902507,-,10,,,,ncRNA
124902508,LOC124902508,-,10,,,,protein-coding
124902509,LOC124902509,-,10,,,,ncRNA
124902510,LOC124902510,-,10,,,,ncRNA
124902513,LOC124902513,-,10,ENSG00000295480,,,ncRNA
124902514,LOC124902514,-,10,,,,ncRNA
124902515,LOC124902515,-,10,ENSG00000296663,,,ncRNA
124902516,LOC124902516,-,10,,,,ncRNA
124902517,LOC124902517,-,10,,,,ncRNA
124902518,LOC124902518,-,10,,,,ncRNA
124902519,LOC124902519,-,10,,,,ncRNA
124902520,LOC124902520,-,10,,,,ncRNA
124902521,LOC124902521,-,10,ENSG00000297055,,,ncRNA
124902522,LOC124902522,-,10,,,,ncRNA
124902523,LOC124902523,-,10,,,,ncRNA
124902524,LOC124902524,-,10,,,,ncRNA
124902525,LOC124902525,-,10,,,,ncRNA
124902526,LOC124902526,-,10,,,,ncRNA
124902527,LOC124902527,-,10,,,,ncRNA
124902528,LOC124902528,-,10,,,,protein-coding
124902529,LOC124902529,-,10,,,,pseudo
124902530,LOC124902530,-,10,,,,protein-coding
124902531,LOC124902531,-,10,,,,protein-coding
124902532,LOC124902532,-,10,ENSG00000287560,,,ncRNA
124902533,LOC124902533,-,10,,,,ncRNA
124902534,LOC124902534,-,10,ENSG00000234580,,,ncRNA
124902535,LOC124902535,-,10,,,,ncRNA
124902536,LOC124902536,-,10,,,,protein-coding
124902537,LOC124902537,-,10,ENSG00000226762,,,ncRNA
124902538,LOC124902538,-,10,,,,ncRNA
124902539,LOC124902539,-,10,,,,ncRNA
124902540,LOC124902540,-,10,,,,ncRNA
124902541,LOC124902541,-,10,,,,ncRNA
124902542,LOC124902542,-,10,ENSG00000228636,,,ncRNA
124902543,LOC124902543,-,10,,,,ncRNA
124902544,LOC124902544,-,10,,,,ncRNA
124902545,LOC124902545,-,10,,,,ncRNA
124902546,LOC124902546,-,10,ENSG00000287016,,,ncRNA
124902547,LOC124902547,-,10,,,,ncRNA
124902548,LOC124902548,-,10,,,,ncRNA
124902549,LOC124902549,-,10,,,,ncRNA
124902550,LOC124902550,-,10,,,,ncRNA
124902551,LOC124902551,-,10,,,,protein-coding
124902552,LOC124902552,-,10,,,,ncRNA
124902553,LOC124902553,-,10,,,,ncRNA
124902554,LOC124902554,-,10,ENSG00000304538,,,ncRNA
124902555,LOC124902555,-,10,,,,ncRNA
124902556,LOC124902556,-,10,,,,ncRNA
124902557,LOC124902557,-,10,,,,ncRNA
124902558,LOC124902558,-,10,,,,ncRNA
124902559,LOC124902559,-,10,ENSG00000289400,,,ncRNA
124902560,LOC124902560,-,10,,,,ncRNA
124902561,LOC124902561,-,10,,,,protein-coding
124902562,LOC124902562,-,10,,,,ncRNA
124902563,LOC124902563,-,10,,,,ncRNA
124902564,LOC124902564,-,10,,,,ncRNA
124902565,LOC124902565,-,10,,,,protein-coding
124902566,LOC124902566,-,10,,,,pseudo
124902567,LOC124902567,-,10,ENSG00000283337,,,pseudo
124902568,LOC124902568,-,10,ENSG00000201393,,,pseudo
124902569,LOC124902569,-,10,,,,pseudo
124902570,LOC124902570,-,10,,,,pseudo
124902571,LOC124902571,-,10,ENSG00000212411,,,pseudo
124902572,LOC124902572,-,10,ENSG00000200294,,,snoRNA
124902573,LOC124902573,-,10,ENSG00000251922,,,snoRNA
124902574,LOC124902574,-,10,,,,snoRNA
124902575,LOC124902575,-,10,,,,snoRNA
124902576,LOC124902576,-,10,,,,snoRNA
124902577,LOC124902577,-,10,,,,snoRNA
124902578,LOC124902578,-,10,,,,snoRNA
124902579,LOC124902579,-,10,,,,snoRNA
124902580,LOC124902580,-,10,,,,snoRNA
124902581,LOC124902581,-,10,,,,snoRNA
124902582,LOC124902582,-,10,,,,snoRNA
124902583,LOC124902583,-,10,,,,snoRNA
124902584,LOC124902584,-,10,,,,snoRNA
124902585,LOC124902585,-,10,,,,snoRNA
124902586,LOC124902586,-,10,,,,snoRNA
124902587,LOC124902587,-,10,,,,snoRNA
124902588,LOC124902588,-,10,,,,snoRNA
124902589,LOC124902589,-,10,,,,snoRNA
124902590,LOC124902590,-,10,,,,pseudo
124902591,LOC124902591,-,10,,,,pseudo
124902592,LOC124902592,-,10,,,,pseudo
124902593,LOC124902593,-,10,,,,pseudo
124902594,LOC124902594,-,10,,,,pseudo
124902595,LOC124902595,-,10,ENSG00000200545,,,snoRNA
124902596,LOC124902596,-,10,ENSG00000222666,,,snoRNA
124902597,LOC124902597,-,10,,,,pseudo
124902598,LOC124902598,-,10,,,,pseudo
124902599,LOC124902599,-,10,,,,pseudo
124902600,LOC124902600,-,10,,,,pseudo
124902601,LOC124902601,-,11,,,,protein-coding
124902602,LOC124902602,-,11,,,,protein-coding
124902603,LOC124902603,-,11,,,,ncRNA
124902604,LOC124902604,-,11,,,,pseudo
124902605,LOC124902605,-,11,,,,protein-coding
124902606,LOC124902606,-,11,,,,ncRNA
124902607,LOC124902607,-,11,,,,ncRNA
124902608,LOC124902608,-,11,,,,protein-coding
124902609,LOC124902609,-,11,ENSG00000231487,,,ncRNA
124902610,LOC124902610,-,11,ENSG00000301396,,,ncRNA
124902611,LOC124902611,-,11,,,,ncRNA
124902612,LOC124902612,-,11,,,,ncRNA
124902613,LOC124902613,-,11,,,,ncRNA
124902614,LOC124902614,-,11,,,,ncRNA
124902615,LOC124902615,-,11,,,,ncRNA
124902617,LOC124902617,-,11,,,,ncRNA
124902618,LOC124902618,-,11,,,,ncRNA
124902619,LOC124902619,-,11,,,,ncRNA
124902620,LOC124902620,-,11,,,,ncRNA
124902621,LOC124902621,-,11,,,,ncRNA
124902622,LOC124902622,-,11,,,,ncRNA
124902623,LOC124902623,-,11,ENSG00000254443,,,ncRNA
124902624,LOC124902624,-,11,ENSG00000308330,,,ncRNA
124902625,LOC124902625,-,11,,,,ncRNA
124902626,LOC124902626,-,11,,,,ncRNA
124902627,LOC124902627,-,11,,,,ncRNA
124902628,LOC124902628,-,11,,,,ncRNA
124902629,LOC124902629,-,11,ENSG00000250041,,,ncRNA
124902630,LOC124902630,-,11,,,,ncRNA
124902631,LOC124902631,-,11,,,,ncRNA
124902632,LOC124902632,-,11,ENSG00000255462,,,ncRNA
124902633,LOC124902633,-,11,,,,ncRNA
124902634,LOC124902634,-,11,,,,ncRNA
124902635,LOC124902635,-,11,,,,ncRNA
124902636,LOC124902636,-,11,,,,ncRNA
124902637,LOC124902637,-,11,,,,ncRNA
124902639,LOC124902639,-,11,,,,ncRNA
124902640,LOC124902640,-,11,,,,ncRNA
124902641,LOC124902641,-,11,,,,ncRNA
124902642,LOC124902642,-,11,,,,ncRNA
124902643,LOC124902643,-,11,,,,ncRNA
124902644,LOC124902644,-,11,,,,ncRNA
124902645,LOC124902645,-,11,,,,ncRNA
124902646,LOC124902646,-,11,,,,ncRNA
124902647,LOC124902647,-,11,,,,ncRNA
124902648,LOC124902648,-,11,,,,ncRNA
124902649,LOC124902649,-,11,ENSG00000296353,,,ncRNA
124902650,LOC124902650,-,11,,,,ncRNA
124902651,LOC124902651,-,11,ENSG00000294117,,,ncRNA
124902652,LOC124902652,-,11,,,,ncRNA
124902653,LOC124902653,-,11,,,,ncRNA
124902654,LOC124902654,-,11,,,,ncRNA
124902655,LOC124902655,-,11,,,,ncRNA
124902656,LOC124902656,-,11,,,,ncRNA
124902657,LOC124902657,-,11,,,,ncRNA
124902658,LOC124902658,-,11,,,,ncRNA
124902659,LOC124902659,-,11,,,,ncRNA
124902660,LOC124902660,-,11,,,,ncRNA
124902661,LOC124902661,-,11,,,,ncRNA
124902662,LOC124902662,-,11,,,,ncRNA
124902663,LOC124902663,-,11,,,,ncRNA
124902664,LOC124902664,-,11,,,,ncRNA
124902665,LOC124902665,-,11,ENSG00000254514,,,ncRNA
124902666,LOC124902666,-,11,,,,ncRNA
124902667,LOC124902667,-,11,,,,ncRNA
124902668,LOC124902668,-,11,,,,ncRNA
124902669,LOC124902669,-,11,,,,protein-coding
124902670,LOC124902670,-,11,,,,ncRNA
124902671,LOC124902671,-,11,,,,ncRNA
124902672,LOC124902672,-,11,,,,ncRNA
124902673,LOC124902673,-,11,,,,ncRNA
124902674,LOC124902674,-,11,,,,ncRNA
124902675,LOC124902675,-,11,,,,ncRNA
124902676,LOC124902676,-,11,,,,ncRNA
124902677,LOC124902677,-,11,,,,ncRNA
124902678,LOC124902678,-,11,,,,ncRNA
124902679,LOC124902679,-,11,,,,ncRNA
124902680,LOC124902680,-,11,,,,ncRNA
124902681,LOC124902681,-,11,,,,ncRNA
124902682,LOC124902682,-,11,,,,ncRNA
124902683,LOC124902683,-,11,ENSG00000257002,,,ncRNA
124902684,LOC124902684,-,11,ENSG00000287412,,,ncRNA
124902685,LOC124902685,-,11,,,,ncRNA
124902686,LOC124902686,-,11,,,,ncRNA
124902687,LOC124902687,-,11,,,,ncRNA
124902688,LOC124902688,-,11,,,,ncRNA
124902689,LOC124902689,-,11,,,,ncRNA
124902690,LOC124902690,-,11,,,,ncRNA
124902691,LOC124902691,-,11,,,,ncRNA
124902692,LOC124902692,-,11,,,,ncRNA
124902693,LOC124902693,-,11,,,,protein-coding
124902694,LOC124902694,-,11,ENSG00000255320,,,protein-coding
124902695,LOC124902695,-,11,,,,ncRNA
124902696,LOC124902696,-,11,ENSG00000310059,,,ncRNA
124902697,LOC124902697,-,11,,,,ncRNA
124902698,LOC124902698,-,11,,,,ncRNA
124902699,LOC124902699,-,11,,,,ncRNA
124902700,LOC124902700,-,11,,,,ncRNA
124902701,LOC124902701,-,11,,,,ncRNA
124902702,LOC124902702,-,11,,,,ncRNA
124902703,LOC124902703,-,11,,,,ncRNA
124902704,LOC124902704,-,11,,,,protein-coding
124902705,LOC124902705,-,11,,,,ncRNA
124902706,LOC124902706,-,11,,,,ncRNA
124902708,LOC124902708,-,11,,,,ncRNA
124902709,LOC124902709,-,11,ENSG00000215841,,,ncRNA
124902710,LOC124902710,-,11,,,,ncRNA
124902711,LOC124902711,-,11,,,,ncRNA
124902712,LOC124902712,-,11,,,,ncRNA
124902713,LOC124902713,-,11,,,,protein-coding
124902714,LOC124902714,-,11,,,,ncRNA
124902715,LOC124902715,-,11,,,,ncRNA
124902716,LOC124902716,-,11,,,,ncRNA
124902717,LOC124902717,-,11,,,,ncRNA
124902718,EMSY-DT,-,11,ENSG00000255135,HGNC:55507,,ncRNA
124902719,LOC124902719,-,11,,,,ncRNA
124902720,LOC124902720,-,11,,,,ncRNA
124902721,ACER3-AS1,-,11,,HGNC:58067,,ncRNA
124902722,LOC124902722,-,11,,,,ncRNA
124902723,LOC124902723,-,11,ENSG00000254675,,,ncRNA
124902724,LOC124902724,-,11,,,,ncRNA
124902725,LOC124902725,-,11,,,,ncRNA
124902726,LOC124902726,-,11,,,,ncRNA
124902727,LOC124902727,-,11,ENSG00000254787,,,ncRNA
124902729,LOC124902729,-,11,,,,ncRNA
124902730,LOC124902730,-,11,,,,ncRNA
124902731,LOC124902731,-,11,,,,ncRNA
124902732,LOC124902732,-,11,,,,ncRNA
124902733,LOC124902733,-,11,,,,ncRNA
124902734,LOC124902734,-,11,,,,ncRNA
124902735,LOC124902735,-,11,,,,ncRNA
124902736,LOC124902736,-,11,,,,ncRNA
124902737,LOC124902737,-,11,,,,ncRNA
124902738,LOC124902738,-,11,,,,protein-coding
124902739,LOC124902739,-,11,ENSG00000288528,,,ncRNA
124902740,LOC124902740,-,11,,,,ncRNA
124902741,LOC124902741,-,11,,,,ncRNA
124902742,LOC124902742,-,11,,,,ncRNA
124902743,LOC124902743,-,11,,,,ncRNA
124902744,LOC124902744,-,11,ENSG00000289232,,,ncRNA
124902745,LOC124902745,-,11,,,,ncRNA
124902746,LOC124902746,-,11,,,,ncRNA
124902747,LOC124902747,-,11,,,,ncRNA
124902748,LOC124902748,-,11,,,,ncRNA
124902749,LOC124902749,-,11,,,,ncRNA
124902750,LOC124902750,-,11,,,,ncRNA
124902752,LOC124902752,-,11,ENSG00000254416,,,ncRNA
124902753,LOC124902753,-,11,,,,ncRNA
124902754,LOC124902754,-,11,,,,ncRNA
124902755,LOC124902755,-,11,,,,ncRNA
124902756,LOC124902756,-,11,,,,ncRNA
124902757,LOC124902757,-,11,,,,ncRNA
124902758,LOC124902758,-,11,,,,ncRNA
124902759,LOC124902759,-,11,ENSG00000300211,,,ncRNA
124902760,LOC124902760,-,11,,,,ncRNA
124902761,LOC124902761,-,11,,,,ncRNA
124902762,LNC-RHL1,lnc-RHL,11,ENSG00000236267,HGNC:56708,,ncRNA
124902763,LOC124902763,-,11,,,,ncRNA
124902764,LOC124902764,-,11,,,,ncRNA
124902765,LOC124902765,-,11,,,,ncRNA
124902766,LOC124902766,-,11,,,,protein-coding
124902767,LOC124902767,-,11,,,,ncRNA
124902768,LOC124902768,-,11,,,,ncRNA
124902769,LOC124902769,-,11,ENSG00000272186,,,ncRNA
124902770,LOC124902770,-,11,,,,ncRNA
124902771,LOC124902771,-,11,ENSG00000287545,,,ncRNA
124902772,LOC124902772,-,11,,,,ncRNA
124902773,LOC124902773,-,11,,,,ncRNA
124902774,LOC124902774,-,11,,,,ncRNA
124902775,LOC124902775,-,11,,,,ncRNA
124902776,LOC124902776,-,11,,,,ncRNA
124902777,LOC124902777,-,11,,,,ncRNA
124902778,LOC124902778,-,11,,,,ncRNA
124902779,LOC124902779,-,11,,,,ncRNA
124902780,LOC124902780,-,11,,,,ncRNA
124902781,LINC03136,-,11,,HGNC:58102,,ncRNA
124902782,LOC124902782,-,11,,,,ncRNA
124902783,LOC124902783,-,11,,,,ncRNA
124902784,LOC124902784,-,11,,,,ncRNA
124902785,LOC124902785,-,11,,,,ncRNA
124902786,LOC124902786,-,11,,,,ncRNA
124902787,LOC124902787,-,11,,,,ncRNA
124902788,LOC124902788,-,11,,,,ncRNA
124902789,LOC124902789,-,11,,,,ncRNA
124902790,LOC124902790,-,11,,,,ncRNA
124902791,LOC124902791,-,11,,,,ncRNA
124902792,LOC124902792,-,11,,,,ncRNA
124902793,LOC124902793,-,11,,,,ncRNA
124902794,LOC124902794,-,11,,,,ncRNA
124902795,LOC124902795,-,11,,,,ncRNA
124902796,LOC124902796,-,11,,,,ncRNA
124902797,LOC124902797,-,11,,,,ncRNA
124902798,LOC124902798,-,11,,,,ncRNA
124902799,LOC124902799,-,11,,,,ncRNA
124902800,LOC124902800,-,11,,,,ncRNA
124902801,LOC124902801,-,11,,,,ncRNA
124902802,LOC124902802,-,11,,,,protein-coding
124902803,LOC124902803,-,11,ENSG00000244535,,,pseudo
124902804,LOC124902804,-,11,,,,pseudo
124902805,LOC124902805,-,11,,,,protein-coding
124902806,LOC124902806,-,11,,,,protein-coding
124902807,LOC124902807,-,11,,,,protein-coding
124902808,LOC124902808,-,11,,,,ncRNA
124902809,LOC124902809,-,11,ENSG00000255167,,,ncRNA
124902810,LOC124902810,-,11,,,,pseudo
124902811,LOC124902811,-,11,,,,ncRNA
124902812,LOC124902812,-,11,,,,ncRNA
124902813,LOC124902813,-,11,,,,ncRNA
124902814,TTC12-DT,-,11,,HGNC:55508,,ncRNA
124902815,LOC124902815,-,11,ENSG00000207012,,,pseudo
124902816,LOC124902816,-,11,,,,pseudo
124902817,LOC124902817,-,11,,,,pseudo
124902818,LOC124902818,-,11,,,,snRNA
124902819,LOC124902819,-,11,ENSG00000283489,,,pseudo
124902820,LOC124902820,-,11,,,,pseudo
124902821,LOC124902821,-,11,,,,snRNA
124902822,LOC124902822,-,11,,,,pseudo
124902823,LOC124902823,-,11,,,,pseudo
124902824,LOC124902824,-,11,ENSG00000206913,,,snoRNA
124902825,LOC124902825,-,11,ENSG00000238724,,,snoRNA
124902826,LOC124902826,-,11,ENSG00000239153,,,snoRNA
124902827,LOC124902827,-,11,ENSG00000238387,,,snoRNA
124902828,LOC124902828,-,11,ENSG00000239079,,,snoRNA
124902829,LOC124902829,-,11,,,,snoRNA
124902830,LOC124902830,-,11,,,,snoRNA
124902831,LOC124902831,-,11,,,,snoRNA
124902832,LOC124902832,-,11,,,,snoRNA
124902833,LOC124902833,-,11,,,,snoRNA
124902834,LOC124902834,-,11,,,,snoRNA
124902835,LOC124902835,-,11,,,,snoRNA
124902836,LOC124902836,-,11,,,,snoRNA
124902837,LOC124902837,-,11,,,,pseudo
124902838,LOC124902838,-,11,,,,pseudo
124902839,LOC124902839,-,11,,,,snoRNA
124902840,LOC124902840,-,11,,,,snoRNA
124902841,LOC124902841,-,11,,,,pseudo
124902842,LOC124902842,-,11,,,,pseudo
124902843,LOC124902843,-,11,,,,pseudo
124902844,LOC124902844,-,11,,,,pseudo
124902845,LOC124902845,-,11,,,,pseudo
124902846,LOC124902846,-,11,,,,pseudo
124902847,LOC124902847,-,11,ENSG00000212551,,,snoRNA
124902848,LOC124902848,-,11,,,,pseudo
124902849,LOC124902849,-,11,,,,pseudo
124902850,LOC124902850,-,11,,,,pseudo
124902851,LOC124902851,-,11,,,,pseudo
124902852,LOC124902852,-,12,,,,ncRNA
124902853,LOC124902853,-,12,,,,ncRNA
124902854,LOC124902854,-,12,,,,ncRNA
124902855,LOC124902855,-,12,,,,ncRNA
124902856,LOC124902856,-,12,,,,ncRNA
124902857,LOC124902857,-,12,,,,ncRNA
124902858,LOC124902858,-,12,,,,ncRNA
124902859,LOC124902859,-,12,,,,ncRNA
124902860,LOC124902860,-,12,ENSG00000278356,,,ncRNA
124902861,LOC124902861,-,12,,,,ncRNA
124902862,LOC124902862,-,12,,,,ncRNA
124902863,LOC124902863,-,12,,,,ncRNA
124902864,LOC124902864,-,12,,,,ncRNA
124902865,LOC124902865,-,12,,,,ncRNA
124902866,LOC124902866,-,12,,,,ncRNA
124902867,LOC124902867,-,12,,,,ncRNA
124902868,LOC124902868,-,12,,,,ncRNA
124902869,LOC124902869,-,12,,,,ncRNA
124902870,LOC124902870,-,12,,,,ncRNA
124902871,LOC124902871,-,12,,,,ncRNA
124902872,LOC124902872,-,12,,,,ncRNA
124902873,LOC124902873,-,12,,,,ncRNA
124902874,LOC124902874,-,12,,,,ncRNA
124902875,LOC124902875,-,12,,,,protein-coding
124902876,LOC124902876,-,12,,,,protein-coding
124902877,LOC124902877,-,12,,,,ncRNA
124902878,LOC124902878,-,12,,,,ncRNA
124902879,LOC124902879,-,12,,,,ncRNA
124902880,LOC124902880,-,12,,,,ncRNA
124902881,LOC124902881,-,12,ENSG00000305528,,,ncRNA
124902882,LOC124902882,-,12,,,,ncRNA
124902883,LOC124902883,-,12,,,,ncRNA
124902884,LOC124902884,-,12,,,,ncRNA
124902885,LOC124902885,-,12,,,,ncRNA
124902886,LOC124902886,-,12,,,,protein-coding
124902887,LOC124902887,-,12,,,,ncRNA
124902888,LOC124902888,-,12,ENSG00000256389,,,ncRNA
124902889,LOC124902889,-,12,,,,ncRNA
124902890,LOC124902890,-,12,,,,ncRNA
124902891,LOC124902891,-,12,,,,ncRNA
124902892,LOC124902892,-,12,,,,ncRNA
124902893,LOC124902893,-,12,,,,ncRNA
124902894,LOC124902894,-,12,,,,protein-coding
124902895,LOC124902895,-,12,,,,ncRNA
124902896,LOC124902896,-,12,,,,ncRNA
124902897,LOC124902897,-,12,,,,protein-coding
124902898,LOC124902898,-,12,,,,protein-coding
124902899,LOC124902899,-,12,,,,ncRNA
124902900,LOC124902900,-,12,,,,ncRNA
124902901,LOC124902901,-,12,,,,ncRNA
124902902,LOC124902902,-,12,,,,ncRNA
124902903,LOC124902903,-,12,,,,ncRNA
124902904,LOC124902904,-,12,ENSG00000256625,,,pseudo
124902905,LOC124902905,-,12,,,,ncRNA
124902906,LOC124902906,-,12,,,,ncRNA
124902907,LOC124902907,-,12,,,,ncRNA
124902908,LOC124902908,-,12,,,,ncRNA
124902909,LOC124902909,-,12,,,,ncRNA
124902910,TSPAN11-AS1,-,12,,HGNC:56687,,ncRNA
124902911,LOC124902911,-,12,,,,ncRNA
124902912,LOC124902912,-,12,,,,ncRNA
124902913,LOC124902913,-,12,,,,ncRNA
124902914,LOC124902914,-,12,,,,ncRNA
124902915,LOC124902915,-,12,,,,ncRNA
124902916,LOC124902916,-,12,,,,ncRNA
124902917,LOC124902917,-,12,,,,ncRNA
124902918,LOC124902918,-,12,,,,ncRNA
124902919,LOC124902919,-,12,,,,ncRNA
124902920,LOC124902920,-,12,,,,ncRNA
124902921,LOC124902921,-,12,,,,ncRNA
124902922,LOC124902922,-,12,,,,ncRNA
124902923,LOC124902923,-,12,ENSG00000257496,,,ncRNA
124902924,LOC124902924,-,12,,,,ncRNA
124902925,LOC124902925,-,12,,,,ncRNA
124902926,LOC124902926,-,12,,,,ncRNA
124902927,LOC124902927,-,12,,,,ncRNA
124902928,LOC124902928,-,12,,,,protein-coding
124902929,LOC124902929,-,12,,,,ncRNA
124902930,LOC124902930,-,12,,,,ncRNA
124902931,LOC124902931,-,12,,,,ncRNA
124902932,LOC124902932,-,12,,,,ncRNA
124902933,LOC124902933,-,12,,,,ncRNA
124902934,LOC124902934,-,12,,,,ncRNA
124902935,LOC124902935,-,12,ENSG00000296556,,,ncRNA
124902936,LOC124902936,-,12,ENSG00000309140,,,ncRNA
124902937,LOC124902937,-,12,,,,ncRNA
124902938,LOC124902938,-,12,,,,ncRNA
124902939,LOC124902939,-,12,,,,ncRNA
124902940,LOC124902940,-,12,ENSG00000258763,,,ncRNA
124902941,LOC124902941,-,12,,,,ncRNA
124902942,LOC124902942,-,12,,,,protein-coding
124902943,LOC124902943,-,12,,,,ncRNA
124902944,LOC124902944,-,12,,,,ncRNA
124902945,LOC124902945,-,12,,,,ncRNA
124902946,LOC124902946,-,12,,,,ncRNA
124902947,LOC124902947,-,12,ENSG00000287200,,,ncRNA
